time stamp,people count,item_count,score_avg,score_std,score_median,score_max,score_min,min_threshold
2021-06-19T17:55:34,2,1,0.7878201603889465,0.1922391653060913,0.7878201603889465,0.9800593256950378,0.5955809950828552,0.5
2021-06-19T17:55:34,2,1,0.7369176745414734,0.15850794315338135,0.7369176745414734,0.8954256176948547,0.578409731388092,0.5
2021-06-19T17:55:34,2,1,0.7202445864677429,0.1815384030342102,0.7202445864677429,0.9017829895019531,0.5387061834335327,0.5
2021-06-19T17:55:34,3,1,0.6540700793266296,0.17818769812583923,0.5569632649421692,0.9040036797523499,0.5012432932853699,0.5
2021-06-19T17:55:35,2,1,0.7920244336128235,0.08579695224761963,0.7920244336128235,0.8778213858604431,0.7062274813652039,0.5
2021-06-19T17:55:35,2,1,0.738082766532898,0.13910481333732605,0.738082766532898,0.8771876096725464,0.5989779829978943,0.5
2021-06-19T17:55:35,2,1,0.7355012893676758,0.16053709387779236,0.7355012893676758,0.8960383534431458,0.574964165687561,0.5
2021-06-19T17:55:35,2,1,0.7654725313186646,0.10053631663322449,0.7654725313186646,0.8660088181495667,0.6649361848831177,0.5
2021-06-19T17:55:36,2,1,0.733734130859375,0.1037435308098793,0.733734130859375,0.8374776840209961,0.6299906373023987,0.5
2021-06-19T17:55:36,3,1,0.7331759333610535,0.12314850091934204,0.6839666962623596,0.9024600386619568,0.6131009459495544,0.5
2021-06-19T17:55:36,4,1,0.7065640687942505,0.13535568118095398,0.6794167160987854,0.9152626395225525,0.5521601438522339,0.5
2021-06-19T17:55:36,2,1,0.7360657453536987,0.15432414412498474,0.7360657453536987,0.8903898596763611,0.5817415714263916,0.5
2021-06-19T17:55:37,2,1,0.7337661981582642,0.2091575562953949,0.7337661981582642,0.9429237246513367,0.5246086120605469,0.5
2021-06-19T17:55:37,2,1,0.8815189599990845,0.0756269097328186,0.8815189599990845,0.9571458697319031,0.8058920502662659,0.5
2021-06-19T17:55:37,1,1,0.9313366413116455,0.0,0.9313366413116455,0.9313366413116455,0.9313366413116455,0.5
2021-06-19T17:55:37,2,1,0.7312846183776855,0.17026248574256897,0.7312846183776855,0.9015470743179321,0.5610221028327942,0.5
2021-06-19T17:55:38,1,1,0.8925849795341492,0.0,0.8925849795341492,0.8925849795341492,0.8925849795341492,0.5
2021-06-19T17:55:38,2,1,0.720768392086029,0.18260163068771362,0.720768392086029,0.9033700227737427,0.5381667613983154,0.5
2021-06-19T17:55:38,2,1,0.7338746786117554,0.16028249263763428,0.7338746786117554,0.8941571712493896,0.5735921859741211,0.5
2021-06-19T17:55:38,1,1,0.951339602470398,0.0,0.951339602470398,0.951339602470398,0.951339602470398,0.5
2021-06-19T17:55:39,3,1,0.655330240726471,0.14221109449863434,0.5924306511878967,0.8522149324417114,0.5213450193405151,0.5
2021-06-19T17:55:39,2,1,0.8281962871551514,0.03248259425163269,0.8281962871551514,0.8606789112091064,0.7957137227058411,0.5
2021-06-19T17:55:39,2,1,0.7487460374832153,0.08365508913993835,0.7487460374832153,0.8324010968208313,0.6650909185409546,0.5
2021-06-19T17:55:39,1,1,0.9274463057518005,0.0,0.9274463057518005,0.9274463057518005,0.9274463057518005,0.5
2021-06-19T17:55:41,2,1,0.7824651002883911,0.13359925150871277,0.7824651002883911,0.9160643219947815,0.648865818977356,0.5
2021-06-19T17:55:41,4,2,0.6068419814109802,0.07946576923131943,0.5772750973701477,0.7391144037246704,0.5337033867835999,0.5
2021-06-19T17:55:41,1,1,0.8549373149871826,0.0,0.8549373149871826,0.8549373149871826,0.8549373149871826,0.5
2021-06-19T17:55:41,1,1,0.9077823758125305,0.0,0.9077823758125305,0.9077823758125305,0.9077823758125305,0.5
2021-06-19T17:55:42,1,1,0.8959604501724243,0.0,0.8959604501724243,0.8959604501724243,0.8959604501724243,0.5
2021-06-19T17:55:42,2,1,0.7578443288803101,0.1606309711933136,0.7578443288803101,0.9184752702713013,0.5972133278846741,0.5
2021-06-19T17:55:42,2,1,0.7783675193786621,0.13346007466316223,0.7783675193786621,0.9118276238441467,0.6449074745178223,0.5
2021-06-19T17:55:42,2,1,0.745612382888794,0.18763965368270874,0.745612382888794,0.9332520365715027,0.5579727292060852,0.5
